Date,Time,Site,Device,Power,Volts,Energy,Frequency,Temperature
1/1/2020,0:00:00,SolarA,Inverter1,0,0,275000,0,0
1/1/2020,0:15:00,SolarA,Inverter1,0,0,275000,0,0
1/1/2020,0:30:00,SolarA,Inverter1,0,0,275000,0,0
1/1/2020,0:45:00,SolarA,Inverter1,0,0,275000,0,0
1/1/2020,1:00:00,SolarA,Inverter1,0,0,275000,0,0
1/1/2020,1:15:00,SolarA,Inverter1,0,0,275000,0,0
1/1/2020,1:30:00,SolarA,Inverter1,0,0,275000,0,0
1/1/2020,1:45:00,SolarA,Inverter1,0,0,275000,0,0
1/1/2020,2:00:00,SolarA,Inverter1,0,0,275000,0,0
1/1/2020,2:15:00,SolarA,Inverter1,0,0,275000,0,0
1/1/2020,2:30:00,SolarA,Inverter1,0,0,275000,0,0
1/1/2020,2:45:00,SolarA,Inverter1,0,0,275000,0,0
1/1/2020,3:00:00,SolarA,Inverter1,0,0,275000,0,0
1/1/2020,3:15:00,SolarA,Inverter1,0,0,275000,0,0
1/1/2020,3:30:00,SolarA,Inverter1,0,0,275000,0,0
1/1/2020,3:45:00,SolarA,Inverter1,0,0,275000,0,0
1/1/2020,4:00:00,SolarA,Inverter1,0,0,275000,0,0
1/1/2020,4:15:00,SolarA,Inverter1,0,0,275000,0,0
1/1/2020,4:30:00,SolarA,Inverter1,0,0,275000,0,0
1/1/2020,4:45:00,SolarA,Inverter1,0,0,275000,0,0
1/1/2020,5:00:00,SolarA,Inverter1,0,0,275000,0,0
1/1/2020,5:15:00,SolarA,Inverter1,0,0,275000,0,0
1/1/2020,5:30:00,SolarA,Inverter1,0,145.9358085,275000,30.74326982,12.41475605
1/1/2020,5:45:00,SolarA,Inverter1,0,237.2880981,275000,49.9394823,21.09848423
1/1/2020,6:00:00,SolarA,Inverter1,0,237.0238766,275000,49.94425177,21.7898296
1/1/2020,6:15:00,SolarA,Inverter1,51.642278,236.8240333,275012.9106,49.96051844,22.44291668
1/1/2020,6:30:00,SolarA,Inverter1,415.733968,238.0219729,275116.8441,49.96168869,23.35952603
1/1/2020,6:45:00,SolarA,Inverter1,1325.826127,236.9788163,275448.3006,50,24.72541823
1/1/2020,7:00:00,SolarA,Inverter1,2278.168401,237.9052644,276017.8427,50,26.34919943
1/1/2020,7:15:00,SolarA,Inverter1,3415.529796,237.9929626,276871.7251,49.98811227,27.91445464
1/1/2020,7:30:00,SolarA,Inverter1,4503.918664,237.2036104,277997.7048,49.90040316,29.70075025
1/1/2020,7:45:00,SolarA,Inverter1,5801.680741,237.448983,279448.125,49.90000153,31.97723789
1/1/2020,8:00:00,SolarA,Inverter1,6909.273935,237.2385536,281175.4435,49.90000153,33.9883328
1/1/2020,8:15:00,SolarA,Inverter1,8202.928485,239.2578792,283226.1756,49.94979926,36.1278698
1/1/2020,8:30:00,SolarA,Inverter1,9171.905108,239.0284115,285519.1519,49.90020214,38.48370592
1/1/2020,8:45:00,SolarA,Inverter1,10049.76057,238.9075919,288031.592,49.94979888,40.87703198
1/1/2020,9:00:00,SolarA,Inverter1,11030.0393,238.3603743,290789.1018,49.95574865,43.65319277
1/1/2020,9:15:00,SolarA,Inverter1,11699.05449,237.9483107,293713.8655,49.93947001,45.83127198
1/1/2020,9:30:00,SolarA,Inverter1,12636.9352,237.9583983,296873.0993,49.99979699,48.15167969
1/1/2020,9:45:00,SolarA,Inverter1,13301.57872,238.2777618,300198.4939,49.95021251,50.50385754
1/1/2020,10:00:00,SolarA,Inverter1,13962.87746,238.8293761,303689.2133,49.99979853,53.30792229
